Typ;Name;Latitude;Longitude;Tempolimit;Details
Routenpunkt (Way);Schlossgraben;49.8738466;8.656138;;Original OSM
Routenpunkt (Way);Schlossgraben;49.8738466;8.656138;;Original OSM
Routenpunkt (Way);Schlossgraben;49.873765500000005;8.65616545;;Interpoliert
Routenpunkt (Way);Schlossgraben;49.8736844;8.6561929;;Original OSM
Routenpunkt (Way);Schlossgraben;49.8736102;8.6562159;;Original OSM
Routenpunkt (Way);Schlossgraben;49.8735759;8.6562266;;Original OSM
Routenpunkt (Way);Schlossgraben;49.87348645;8.6562552;;Interpoliert
Routenpunkt (Way);Schlossgraben;49.873397;8.6562838;;Original OSM
Routenpunkt (Way);Schlossgraben;49.8732977;8.6563152;;Original OSM
Routenpunkt (Way);Schlossgraben;49.8732977;8.6563152;;Original OSM
Routenpunkt (Way);Schlossgraben;49.8732903;8.6563165;;Original OSM
Routenpunkt (Way);Schlossgraben;49.8732283;8.6563276;;Original OSM
Routenpunkt (Way);Schlossgraben;49.8731863;8.6563263;;Original OSM
Routenpunkt (Way);Schlossgraben;49.8731525;8.6563182;;Original OSM
Routenpunkt (Way);Schlossgraben;49.8731061;8.6562954;;Original OSM
Routenpunkt (Way);Schlossgraben;49.8731061;8.6562954;;Original OSM
Routenpunkt (Way);Schlossgraben;49.8730503;8.6562384;;Original OSM
Routenpunkt (Way);Schlossgraben;49.8730139;8.6561861;;Original OSM
Routenpunkt (Way);Schlossgraben;49.8729909;8.6561291;;Original OSM
Routenpunkt (Way);Marktplatz;49.8729909;8.6561291;30.0;Original OSM
Routenpunkt (Way);Schloss;49.8730365;8.6560651;;Original OSM
Routenpunkt (Way);Schloss;49.8730585;8.6560577;;Original OSM
Routenpunkt (Way);Schloss;49.8730585;8.6560577;;Original OSM
Routenpunkt (Way);Schloss;49.8730521;8.6560173;;Original OSM
Routenpunkt (Way);Schloss;49.8730452;8.6559738;;Original OSM
Routenpunkt (Way);Schloss;49.8730369;8.6559534;;Original OSM
Routenpunkt (Way);Schloss;49.8730198;8.6559599;;Original OSM
